movie_id,title,cast,director
146239,Delivery Man,"['VinceVaughn', 'CobieSmulders', 'ChrisPratt']",KenScott
205588,Our Kind of Traitor,"['EwanMcGregor', 'StellanSkarsgård', 'DamianLewis']",SusannaWhite
10878,Saving Silverman,"['JasonBiggs', 'SteveZahn', 'JackBlack']",DennisDugan
82650,Diary of a Wimpy Kid: Dog Days,"['ZacharyGordon', 'RobertCapron', 'DevonBostick']",DavidBowers
10279,Summer of Sam,"['JohnLeguizamo', 'AdrienBrody', 'MiraSorvino']",SpikeLee
2294,Jay and Silent Bob Strike Back,"['KevinSmith', 'JasonMewes', 'BenAffleck']",KevinSmith
2176,The Glass House,"['LeeleeSobieski', 'DianeLane', 'StellanSkarsgård']",DanielSackheim
270487,"Hail, Caesar!","['JoshBrolin', 'GeorgeClooney', 'AldenEhrenreich']",JoelCoen
19366,Josie and the Pussycats,"['RachaelLeighCook', 'RosarioDawson', 'TaraReid']",DeborahKaplan
204082,Homefront,"['JasonStatham', 'JamesFranco', 'IzabelaVidovic']",GaryFleder
24100,The Little Vampire,"['RichardE.Grant', 'JonathanLipnicki', 'JimCarter']",UliEdel
1599,I Heart Huckabees,"['JasonSchwartzman', 'DustinHoffman', 'LilyTomlin']",DavidO.Russell
5550,RoboCop 3,"['RobertJohnBurke', 'NancyAllen', 'MarioMachado']",FredDekker
30379,Megiddo: The Omega Code 2,"['MichaelYork', 'MichaelBiehn', 'DianeVenora']",BrianTrenchard-Smith
42586,Darling Lili,"['JulieAndrews', 'RockHudson', 'JeremyKemp']",BlakeEdwards
17709,Dudley Do-Right,"['BrendanFraser', 'SarahJessicaParker', 'AlfredMolina']",HughWilson
287948,The Transporter Refueled,"['EdSkrein', 'RayStevenson', 'LoanChabanol']",CamilleDelamarre
7548,The Libertine,"['JohnnyDepp', 'SamanthaMorton', 'JohnMalkovich']",LaurenceDunmore
9075,Black Book,"['CaricevanHouten', 'SebastianKoch', 'ThomHoffman']",PaulVerhoeven
11661,Joyeux Noël,"['DianeKruger', 'NatalieDessay', 'BennoFürmann']",ChristianCarion
109513,Hit & Run,"['KristenBell', 'DaxShepard', 'TomArnold']",DaxShepard
12085,Mad Money,"['DianeKeaton', 'QueenLatifah', 'KatieHolmes']",CallieKhouri
204922,Before I Go to Sleep,"['NicoleKidman', 'ColinFirth', 'MarkStrong']",RowanJoffe
38985,Sorcerer,"['RoyScheider', 'BrunoCremer', 'FranciscoRabal']",WilliamFriedkin
44113,Stone,"['FrancesConroy', 'RobertDeNiro', 'EdwardNorton']",JohnCurran
21494,Moliere,"['RomainDuris', 'FabriceLuchini', 'EdouardBaer']",LaurentTirard
164457,Out of the Furnace,"['ChristianBale', 'ZoeSaldana', 'WoodyHarrelson']",ScottCooper
4566,Michael Clayton,"['GeorgeClooney', 'TomWilkinson', 'TildaSwinton']",TonyGilroy
17795,My Fellow Americans,"['JackLemmon', 'JamesGarner', 'DanAykroyd']",PeterSegal
1073,Arlington Road,"['JeffBridges', 'TimRobbins', 'JoanCusack']",MarkPellington
153158,Underdogs,"['JuanJoséCampanella', 'DiegoRamos', 'PabloRago']",JuanJoséCampanella
81836,To Rome with Love,"['EllenPage', 'WoodyAllen', 'JesseEisenberg']",WoodyAllen
10724,Firefox,"['ClintEastwood', 'FreddieJones', 'DavidHuffman']",ClintEastwood
9473,"South Park: Bigger, Longer & Uncut","['TreyParker', 'MattStone', 'MaryKayBergman']",TreyParker
2196,Death at a Funeral,"['MatthewMacfadyen', 'KeeleyHawes', 'AndyNyman']",FrankOz
1499,Teenage Mutant Ninja Turtles III,"['PaigeTurco', 'StuartWilson', 'SabShimono']",StuartGillard
20857,Hardball,"['KeanuReeves', 'DianeLane', 'MichaelB.Jordan']",BrianRobbins
82693,Silver Linings Playbook,"['BradleyCooper', 'JenniferLawrence', 'RobertDeNiro']",DavidO.Russell
1646,Freedom Writers,"['HilarySwank', 'ScottGlenn', 'ImeldaStaunton']",RichardLaGravenese
44944,For Colored Girls,"['KimberlyElise', 'JanetJackson', 'LorettaDevine']",TylerPerry
4108,The Transporter,"['JasonStatham', 'ShuQi', 'FrançoisBerléand']",LouisLeterrier
8456,Never Back Down,"['SeanFaris', 'AmberHeard', 'CamGigandet']",JeffWadlow
7341,The Rage: Carrie 2,"['EmilyBergl', 'JasonLondon', 'AmyIrving']",KattShea
19255,Away We Go,"['JohnKrasinski', 'MayaRudolph', 'CarmenEjogo']",SamMendes
10187,Swing Vote,"['KevinCostner', 'MadelineCarroll', 'PaulaPatton']",JoshuaMichaelStern
31005,Moonlight Mile,"['JakeGyllenhaal', 'DustinHoffman', 'SusanSarandon']",BradSilberling
49517,Tinker Tailor Soldier Spy,"['JohnHurt', 'GaryOldman', 'KathyBurke']",TomasAlfredson
44857,Molly,"['ElisabethShue', 'AaronEckhart', 'JillHennessy']",JohnDuigan
50780,The Beaver,"['JodieFoster', 'MelGibson', 'JenniferLawrence']",JodieFoster
16363,The Best Little Whorehouse in Texas,"['BurtReynolds', 'DollyParton', 'DomDeLuise']",ColinHiggins
1946,eXistenZ,"['JenniferJasonLeigh', 'JudeLaw', 'IanHolm']",DavidCronenberg
85,Raiders of the Lost Ark,"['HarrisonFord', 'KarenAllen', 'PaulFreeman']",StevenSpielberg
772,Home Alone 2: Lost in New York,"['MacaulayCulkin', 'JoePesci', ""CatherineO'Hara""]",ChrisColumbus
840,Close Encounters of the Third Kind,"['RichardDreyfuss', 'FrançoisTruffaut', 'TeriGarr']",StevenSpielberg
9682,Pulse,"['KristenBell', 'IanSomerhalder', 'ChristinaMilian']",JimSonzero
96,Beverly Hills Cop II,"['EddieMurphy', 'JudgeReinhold', 'JohnAshton']",TonyScott
10678,Bringing Down the House,"['SteveMartin', 'QueenLatifah', 'EugeneLevy']",AdamShankman
274,The Silence of the Lambs,"['JodieFoster', 'AnthonyHopkins', 'ScottGlenn']",JonathanDemme
8872,Wayne's World,"['MikeMyers', 'DanaCarvey', 'RobLowe']",PenelopeSpheeris
16290,Jackass 3D,"['JohnnyKnoxville', 'BamMargera', 'RyanDunn']",JeffTremaine
579,Jaws 2,"['RoyScheider', 'LorraineGary', 'MurrayHamilton']",JeannotSzwarc
14405,Beverly Hills Chihuahua,"['DrewBarrymore', 'PiperPerabo', 'AndyGarcía']",RajaGosnell
138843,The Conjuring,"['PatrickWilson', 'VeraFarmiga', 'LiliTaylor']",JamesWan
11637,Are We There Yet?,"['IceCube', 'NiaLong', 'AleishaAllen']",BrianLevant
226486,Tammy,"['MelissaMcCarthy', 'SusanSarandon', 'KathyBates']",BenFalcone
1584,School of Rock,"['JackBlack', 'JoanCusack', 'MikeWhite']",RichardLinklater
9312,Mortal Kombat,"['ChristopherLambert', 'RobinShou', 'LindenAshby']",PaulW.S.Anderson
12153,White Chicks,"['ShawnWayans', 'MarlonWayans', 'JaimeKing']",KeenenIvoryWayans
65057,The Descendants,"['GeorgeClooney', 'ShaileneWoodley', 'AmaraMiller']",AlexanderPayne
8326,Holes,"['SigourneyWeaver', 'JonVoight', 'TimBlakeNelson']",AndrewDavis
35690,The Last Song,"['MileyCyrus', 'GregKinnear', 'BobbyColeman']",JulieAnneRobinson
76203,12 Years a Slave,"['ChiwetelEjiofor', 'MichaelFassbender', ""LupitaNyong'o""]",SteveMcQueen
13497,Drumline,"['NickCannon', 'ZoeSaldana', 'OrlandoJones']",CharlesStoneIII
35688,Why Did I Get Married Too?,"['TylerPerry', 'JanetJackson', 'JillScott']",TylerPerry
162,Edward Scissorhands,"['JohnnyDepp', 'WinonaRyder', 'DianneWiest']",TimBurton
296096,Me Before You,"['EmiliaClarke', 'SamClaflin', 'JanetMcTeer']",TheaSharrock
103370,Madea's Witness Protection,"['TylerPerry', 'EugeneLevy', 'DeniseRichards']",TylerPerry
1051,The French Connection,"['GeneHackman', 'FernandoRey', 'RoyScheider']",WilliamFriedkin
376659,Bad Moms,"['MilaKunis', 'KristenBell', 'KathrynHahn']",JonLucas
10073,Date Movie,"['AlysonHannigan', 'AdamCampbell', 'SophieMonk']",JasonFriedberg
16690,Return to Never Land,"['HarrietOwen', 'BlayneWeaver', 'JeffBennett']",RobinBudd
273895,Selma,"['DavidOyelowo', 'TomWilkinson', 'CarmenEjogo']",AvaDuVernay
14873,The Jungle Book 2,"['JohnGoodman', 'HaleyJoelOsment', 'MaeWhitman']",SteveTrenbirth
8968,Boogeyman,"['EmilyDeschanel', 'BarryWatson', 'SkyeMcColeBartusiak']",StephenT.Kay
9963,Premonition,"['SandraBullock', 'JulianMcMahon', 'CourtneyTaylorBurness']",MennanYapo
15655,The Tigger Movie,"['JimCummings', 'NikitaHopkins', 'KenSansom']",JunFalkenstein
21208,Orphan,"['VeraFarmiga', 'PeterSarsgaard', 'IsabelleFuhrman']",JaumeCollet-Serra
272878,Max,"['ThomasHadenChurch', 'JoshWiggins', 'LaurenGraham']",BoazYakin
9760,Epic Movie,"['KalPenn', 'AdamCampbell', 'JenniferCoolidge']",JasonFriedberg
314365,Spotlight,"['MarkRuffalo', 'MichaelKeaton', 'RachelMcAdams']",TomMcCarthy
13279,Lakeview Terrace,"['SamuelL.Jackson', 'PatrickWilson', 'KerryWashington']",NeilLaBute
1975,The Grudge 2,"['SarahMichelleGellar', 'AmberTamblyn', 'EdisonChen']",TakashiShimizu
33644,How Stella Got Her Groove Back,"['AngelaBassett', 'TayeDiggs', 'WhoopiGoldberg']",KevinRodneySullivan
1649,Bill & Ted's Bogus Journey,"['KeanuReeves', 'AlexWinter', 'GeorgeCarlin']",PeterHewitt
9895,Man of the Year,"['RobinWilliams', 'ChristopherWalken', 'LauraLinney']",BarryLevinson
9570,The Black Hole,"['MaximilianSchell', 'AnthonyPerkins', 'RobertForster']",GaryNelson
27579,The American,"['GeorgeClooney', 'ViolantePlacido', 'TheklaReuten']",AntonCorbijn
16052,Selena,"['JenniferLopez', 'EdwardJamesOlmos', 'ConstanceMarie']",GregoryNava
40264,Vampires Suck,"['ChrisRiggi', 'MattLanter', 'JennProske']",JasonFriedberg
1164,Babel,"['BradPitt', 'CateBlanchett', 'GaelGarcíaBernal']",AlejandroGonzálezIñárritu
239678,This Is Where I Leave You,"['JasonBateman', 'TinaFey', 'AdamDriver']",ShawnLevy
14359,Doubt,"['MerylStreep', 'PhilipSeymourHoffman', 'AmyAdams']",JohnPatrickShanley
3989,Team America: World Police,"['TreyParker', 'MattStone', 'KristenMiller']",TreyParker
76617,Texas Chainsaw 3D,"['AlexandraDaddario', 'DanYeager', 'BillMoseley']",JohnLuessenhop
1710,Copycat,"['SigourneyWeaver', 'HollyHunter', 'WillPatton']",JonAmiel
4258,Scary Movie 5,"['SimonRex', 'AshleyTisdale', 'CharlieSheen']",MalcolmD.Lee
20391,Paint Your Wagon,"['LeeMarvin', 'ClintEastwood', 'JeanSeberg']",JoshuaLogan
10139,Milk,"['SeanPenn', 'EmileHirsch', 'JamesFranco']",GusVanSant
335778,Risen,"['TomFelton', 'CliffCurtis', 'JosephFiennes']",KevinReynolds
9645,Ghost Ship,"['GabrielByrne', 'JuliannaMargulies', 'DesmondHarrington']",SteveBeck
55465,A Very Harold & Kumar Christmas,"['NeilPatrickHarris', 'JohnCho', 'EliasKoteas']",ToddStrauss-Schulson
617,Wild Things,"['MattDillon', 'KevinBacon', 'DeniseRichards']",JohnMcNaughton
19904,The Stepfather,"['DylanWalsh', 'SelaWard', 'PennBadgley']",NelsonMcCormick
48289,The Debt,"['HelenMirren', 'CiaránHinds', 'TomWilkinson']",JohnMadden
243,High Fidelity,"['JohnCusack', 'IbenHjejle', 'ToddLouiso']",StephenFrears
6933,One Missed Call,"['ShannynSossamon', 'EdwardBurns', 'AnaClaudiaTalancón']",EricValette
17182,Eye for an Eye,"['SallyField', 'KieferSutherland', 'EdHarris']",JohnSchlesinger
8848,The Bank Job,"['JasonStatham', 'SaffronBurrows', 'StephenCampbellMoore']",RogerDonaldson
38,Eternal Sunshine of the Spotless Mind,"['JimCarrey', 'KateWinslet', 'KirstenDunst']",MichelGondry
38303,You Again,"['KristenBell', 'SigourneyWeaver', 'BettyWhite']",AndyFickman
1266,Street Kings,"['KeanuReeves', 'ForestWhitaker', 'ChrisEvans']",DavidAyer
107985,The World's End,"['SimonPegg', 'NickFrost', 'MartinFreeman']",EdgarWright
14043,Nancy Drew,"['EmmaRoberts', 'JoshFlitter', 'MaxThieriot']",AndrewFleming
19901,Daybreakers,"['EthanHawke', 'SamNeill', 'WillemDafoe']",MichaelSpierig
34016,She's Out of My League,"['AliceEve', 'JayBaruchel', 'MikeVogel']",JimFieldSmith
59860,Monte Carlo,"['SelenaGomez', 'KatieCassidy', 'CoryMonteith']",ThomasBezucha
10069,Stay Alive,"['JonFoster', 'SamaireArmstrong', 'FrankieMuniz']",WilliamBrentBell
9588,Quigley Down Under,"['TomSelleck', 'LauraSanGiacomo', 'AlanRickman']",SimonWincer
12819,Alpha and Omega,"['HaydenPanettiere', 'JustinLong', 'DennisHopper']",BenGluck
9954,The Covenant,"['StevenStrait', 'LauraRamsey', 'JessicaLucas']",RennyHarlin
10115,Stick It,"['JeffBridges', 'MissyPeregrym', 'VanessaLengies']",JessicaBendinger
25132,Shorts,"['JimmyBennett', 'KatDennings', 'JolieVanier']",RobertRodriguez
577,To Die For,"['NicoleKidman', 'MattDillon', 'JoaquinPhoenix']",GusVanSant
328387,Nerve,"['EmmaRoberts', 'DaveFranco', 'EmilyMeade']",HenryJoost
12690,Appaloosa,"['ViggoMortensen', 'EdHarris', 'RenéeZellweger']",EdHarris
9945,Vampires,"['JamesWoods', 'DanielBaldwin', 'SherylLee']",JohnCarpenter
539,Psycho,"['AnthonyPerkins', 'VeraMiles', 'JohnGavin']",AlfredHitchcock
13596,My Best Friend's Girl,"['DaneCook', 'KateHudson', 'AlecBaldwin']",HowardDeutch
226857,Endless Love,"['AlexPettyfer', 'GabriellaWilde', 'RobertPatrick']",ShanaFeste
13159,Georgia Rule,"['JaneFonda', 'LindsayLohan', 'FelicityHuffman']",GarryMarshall
47941,Under the Rainbow,"['ChevyChase', 'CarrieFisher', 'EveArden']",SteveRash
526,Ladyhawke,"['MatthewBroderick', 'RutgerHauer', 'MichellePfeiffer']",RichardDonner
22796,Simon Birch,"['JimCarrey', 'AshleyJudd', 'IanMichaelSmith']",MarkStevenJohnson
2355,Reign Over Me,"['AdamSandler', 'DonCheadle', 'JadaPinkettSmith']",MikeBinder
5915,Into the Wild,"['EmileHirsch', 'MarciaGayHarden', 'WilliamHurt']",SeanPenn
9842,School for Scoundrels,"['BillyBobThornton', 'JonHeder', 'JacindaBarrett']",ToddPhillips
61012,Silent Hill: Revelation 3D,"['AdelaideClemens', 'KitHarington', 'SeanBean']",MichaelJ.Bassett
755,From Dusk Till Dawn,"['GeorgeClooney', 'QuentinTarantino', 'HarveyKeitel']",RobertRodriguez
13682,Pooh's Heffalump Movie,"['JimCummings', 'JohnFiedler', 'NikitaHopkins']",FrankNissen
9089,Home for the Holidays,"['HollyHunter', 'RobertDowneyJr.', 'AnneBancroft']",JodieFoster
9470,Kung Fu Hustle,"['StephenChow', 'YuenWah', 'YuenQiu']",StephenChow
18357,The Country Bears,"['HaleyJoelOsment', 'DiedrichBader', 'CandyFord']",PeterHastings
7979,The Kite Runner,"['KhalidAbdalla', 'AtossaLeoni', 'ShaunToub']",MarcForster
470,21 Grams,"['SeanPenn', 'NaomiWatts', 'BeniciodelToro']",AlejandroGonzálezIñárritu
15644,Paparazzi,"['ColeHauser', 'RobinTunney', 'DennisFarina']",PaulAbascal
9582,A Guy Thing,"['JasonLee', 'JuliaStiles', 'SelmaBlair']",ChrisKoch
10642,Loser,"['JasonBiggs', 'MenaSuvari', 'ZakOrth']",AmyHeckerling
22074,Capitalism: A Love Story,"['MichaelMoore', 'ThoraBirch', 'WilliamBlack']",MichaelMoore
2428,The Greatest Story Ever Told,"['MaxvonSydow', 'MichaelAndersonJr.', 'CarrollBaker']",GeorgeStevens
290751,Secret in Their Eyes,"['ChiwetelEjiofor', 'NicoleKidman', 'JuliaRoberts']",BillyRay
13805,Disaster Movie,"['MattLanter', 'VanessaLachey', 'NicoleAriParker']",JasonFriedberg
4597,Armored,"['ColumbusShort', 'LaurenceFishburne', 'SkeetUlrich']",NimródAntal
9414,The Man Who Knew Too Little,"['BillMurray', 'PeterGallagher', 'JoanneWhalley']",JonAmiel
63492,What's Your Number?,"['ChrisEvans', 'AnnaFaris', 'MartinFreeman']",MarkMylod
81796,Lockout,"['GuyPearce', 'MaggieGrace', 'JosephGilgun']",StephenSt.Leger
10710,Envy,"['BenStiller', 'JackBlack', 'RachelWeisz']",BarryLevinson
15092,Crank: High Voltage,"['JasonStatham', 'AmySmart', 'DwightYoakam']",BrianTaylor
11382,Bullets Over Broadway,"['JohnCusack', 'DianneWiest', 'JenniferTilly']",WoodyAllen
15005,One Night with the King,"['TiffanyDupont', ""PeterO'Toole"", 'LukeGoss']",MichaelO.Sajbel
8198,The Quiet American,"['MichaelCaine', 'BrendanFraser', 'ĐỗThịHảiYến']",PhillipNoyce
6963,The Weather Man,"['NicolasCage', 'MichaelCaine', 'HopeDavis']",GoreVerbinski
15070,Undisputed,"['WesleySnipes', 'VingRhames', 'PeterFalk']",WalterHill
12797,Ghost Town,"['RickyGervais', 'GregKinnear', 'TéaLeoni']",DavidKoepp
17134,12 Rounds,"['JohnCena', 'AidanGillen', 'AshleyScott']",RennyHarlin
41402,Let Me In,"['KodiSmit-McPhee', 'ChloëGraceMoretz', 'RichardJenkins']",MattReeves
18885,3 Ninjas Kick Back,"['VictorWong', 'MaxElliottSlade', 'SeanFox']",CharlesT.Kanganis
4953,Be Kind Rewind,"['JackBlack', 'YasiinBey', 'DannyGlover']",MichelGondry
10773,Mrs Henderson Presents,"['JudiDench', 'BobHoskins', 'WillYoung']",StephenFrears
146198,Triple 9,"['CaseyAffleck', 'ChiwetelEjiofor', 'WoodyHarrelson']",JohnHillcoat
2639,Deconstructing Harry,"['WoodyAllen', 'KirstieAlley', 'BillyCrystal']",WoodyAllen
10563,Three to Tango,"['MatthewPerry', 'NeveCampbell', 'DylanMcDermott']",DamonSantostefano
295964,Burnt,"['BradleyCooper', 'SiennaMiller', 'LilyJames']",JohnWells
5971,We're No Angels,"['RobertDeNiro', 'SeanPenn', 'DemiMoore']",NeilJordan
9716,Everyone Says I Love You,"['DrewBarrymore', 'DivaGray', 'NatashaLyonne']",WoodyAllen
11835,Death Sentence,"['KevinBacon', 'GarrettHedlund', 'KellyPreston']",JamesWan
26171,Everybody's Fine,"['RobertDeNiro', 'DrewBarrymore', 'KateBeckinsale']",KirkJones
31117,Superbabies: Baby Geniuses 2,"['JonVoight', 'ScottBaio', 'VanessaAngel']",BobClark
9074,The Man,"['SamuelL.Jackson', 'EugeneLevy', 'LukeGoss']",LesMayfield
14396,Code Name: The Cleaner,"['CedrictheEntertainer', 'LucyLiu', 'NicolletteSheridan']",LesMayfield
15673,Connie and Carla,"['NiaVardalos', 'ToniCollette', 'DavidDuchovny']",MichaelLembeck
42618,Sweet Charity,"['ShirleyMacLaine', 'JohnMcMartin', 'RicardoMontalban']",BobFosse
171274,Inherent Vice,"['JoaquinPhoenix', 'JoshBrolin', 'OwenWilson']",PaulThomasAnderson
24432,Doogal,"['DanielTay', 'JimmyFallon', 'JonStewart']",FrankPassingham
109417,Battle of the Year,"['JoshHolloway', 'JoshPeck', 'ChrisBrown']",BensonLee
13948,An American Carol,"['KevinFarley', 'KelseyGrammer', 'LeslieNielsen']",DavidZucker
106747,Machete Kills,"['DannyTrejo', 'MelGibson', 'AmberHeard']",RobertRodriguez
10929,Willard,"['CrispinGlover', 'R.LeeErmey', 'LauraHarring']",GlenMorgan
14220,Strange Wilderness,"['SteveZahn', 'AllenCovert', 'JonahHill']",FredWolf
46435,Topsy-Turvy,"['AllanCorduner', 'JimBroadbent', 'TimothySpall']",MikeLeigh
256962,Little Boy,"['JakobSalvati', 'EmilyWatson', 'Cary-HiroyukiTagawa']",AlejandroMonteverde
48231,A Dangerous Method,"['KeiraKnightley', 'ViggoMortensen', 'MichaelFassbender']",DavidCronenberg
3509,A Scanner Darkly,"['KeanuReeves', 'WinonaRyder', 'WoodyHarrelson']",RichardLinklater
82684,Chasing Mavericks,"['GerardButler', 'JonnyWeston', 'ElisabethShue']",CurtisHanson
12142,Alone in the Dark,"['ChristianSlater', 'TaraReid', 'StephenDorff']",UweBoll
23367,Bandslam,"['VanessaHudgens', 'AlyMichalka', 'GaelanConnell']",ToddGraff
10740,Birth,"['NicoleKidman', 'CameronBright', 'DannyHuston']",JonathanGlazer
241239,A Most Violent Year,"['OscarIsaac', 'JessicaChastain', 'AlbertBrooks']",J.C.Chandor
14582,Passchendaele,"['PaulGross', 'CarolineDhavernas', 'JoeDinicol']",PaulGross
14914,Flash of Genius,"['AaronAbrams', 'AlanAlda', 'LaurenGraham']",MarcAbraham
3902,I'm Not There.,"['CateBlanchett', 'HeathLedger', 'JulianneMoore']",ToddHaynes
77948,The Cold Light of Day,"['HenryCavill', 'VerónicaEchegui', 'SigourneyWeaver']",MabroukElMechri
21755,The Brothers Bloom,"['RachelWeisz', 'AdrienBrody', 'MarkRuffalo']",RianJohnson
4960,"Synecdoche, New York","['PhilipSeymourHoffman', 'SamanthaMorton', 'JenniferJasonLeigh']",CharlieKaufman
128,Princess Mononoke,"['YōjiMatsuda', 'YurikoIshida', 'YūkoTanaka']",HayaoMiyazaki
14652,Bon voyage,"['GrégoriDerangère', 'GérardDepardieu', 'IsabelleAdjani']",Jean-PaulRappeneau
40932,Can't Stop the Music,"['AlexBriley', 'DavidHodo', 'GlennHughes']",NancyWalker
16608,The Proposition,"['GuyPearce', 'RayWinstone', 'EmilyWatson']",JohnHillcoat
334531,My All American,"['AaronEckhart', 'FinnWittrock', 'RobinTunney']",AngeloPizzo
32316,Marci X,"['LisaKudrow', 'DamonWayans', 'RichardBenjamin']",RichardBenjamin
7299,Equilibrium,"['ChristianBale', 'TayeDiggs', 'EmilyWatson']",KurtWimmer
13405,The Children of Huang Shi,"['JonathanRhysMeyers', 'RadhaMitchell', 'ChowYun-fat']",RogerSpottiswoode
19457,The Yards,"['MarkWahlberg', 'JoaquinPhoenix', 'CharlizeTheron']",JamesGray
112937,The Oogieloves in the Big Balloon Adventure,"['ChristopherLloyd', 'CaryElwes', 'JaimePressly']",MatthewDiamond
314385,By the Sea,"['AngelinaJolie', 'BradPitt', 'MélanieLaurent']",AngelinaJolie
8953,Steamboy,"['AnneSuzuki', 'MasaneTsukayama', 'KatsuoNakamura']",KatsuhiroŌtomo
29078,The Game of Their Lives,"['GerardButler', 'WesBentley', 'GavinRossdale']",DavidAnspaugh
46503,All Good Things,"['KirstenDunst', 'RyanGosling', 'KristenWiig']",AndrewJarecki
10448,Rapa Nui,"['JasonScottLee', 'EsaiMorales', 'SandrineHolt']",KevinReynolds
13688,CJ7,"['StephenChow', 'XuJiao', 'KittyZhangYuqi']",StephenChow
10353,The Visitors II: The Corridors of Time,"['ChristianClavier', 'JeanReno', 'Marie-AnneChazel']",Jean-MariePoiré
43935,Dylan Dog: Dead of Night,"['BrandonRouth', 'PeterStormare', 'SamHuntington']",KevinMunroe
11458,People I Know,"['AlPacino', 'KimBasinger', ""RyanO'Neal""]",DanielAlgrant
44638,The Tempest,"['HelenMirren', 'FelicityJones', 'ReeveCarney']",JulieTaymor
241257,Regression,"['EthanHawke', 'EmmaWatson', 'DavidThewlis']",AlejandroAmenábar
14538,Three Kingdoms: Resurrection of the Dragon,"['SammoHung', 'VannessWu', 'MaggieQ']",DanielLee
13250,Butterfly on a Wheel,"['PierceBrosnan', 'MariaBello', 'GerardButler']",MikeBarker
133931,Zambezia,"['JeremySuarez', 'SamuelL.Jackson', 'AbigailBreslin']",WayneThornley
280871,Ramanujan,"['AbhinayVaddi', 'SuhasiniManiratnam', 'KevinMcGowan']",GnanaRajasekaran
239897,Dwegons,"['MelissaLeo', 'MaggieWheeler', 'JoeyD.Vieira']",TomWalsh
184341,Hands of Stone,"['RobertDeNiro', 'EdgarRamírez', 'JurneeSmollett']",JonathanJakubowicz
334074,Survivor,"['PierceBrosnan', 'MillaJovovich', 'DylanMcDermott']",JamesMcTeigue
199373,The Frozen Ground,"['NicolasCage', 'VanessaHudgens', 'JohnCusack']",ScottWalker
14202,The Painted Veil,"['EdwardNorton', 'JulietHowland', 'NaomiWatts']",JohnCurran
6968,The Baader Meinhof Complex,"['MartinaGedeck', 'MoritzBleibtreu', 'JohannaWokalek']",UliEdel
581,Dances with Wolves,"['KevinCostner', 'MaryMcDonnell', 'GrahamGreene']",KevinCostner
52449,Bad Teacher,"['CameronDiaz', 'JasonSegel', 'JustinTimberlake']",JakeKasdan
12150,Sea of Love,"['AlPacino', 'EllenBarkin', 'JohnGoodman']",HaroldBecker
11247,A Cinderella Story,"['HilaryDuff', 'JenniferCoolidge', 'ChadMichaelMurray']",MarkRosman
4232,Scream,"['DavidArquette', 'NeveCampbell', 'CourteneyCox']",WesCraven
9378,Thir13en Ghosts,"['TonyShalhoub', 'EmbethDavidtz', 'MatthewLillard']",SteveBeck
694,The Shining,"['JackNicholson', 'ShelleyDuvall', 'DannyLloyd']",StanleyKubrick
105,Back to the Future,"['MichaelJ.Fox', 'ChristopherLloyd', 'LeaThompson']",RobertZemeckis
11377,House on Haunted Hill,"['GeoffreyRush', 'FamkeJanssen', 'TayeDiggs']",WilliamMalone
26367,I Can Do Bad All By Myself,"['TylerPerry', 'TarajiP.Henson', 'AdamRodríguez']",TylerPerry
385383,Fight Valley,"[""ErinO'Brien"", 'MieshaTate', 'HollyHolm']",RobHawk
41210,The Switch,"['JasonBateman', 'JenniferAniston', 'JeffGoldblum']",JoshGordon
12090,Just Married,"['AshtonKutcher', 'BrittanyMurphy', 'ChristianKane']",ShawnLevy
62630,The Devil's Double,"['DominicCooper', 'LudivineSagnier', 'RaadRawi']",LeeTamahori
16110,Thomas and the Magic Railroad,"['AlecBaldwin', 'PeterFonda', 'MaraWilson']",BrittAllcroft
29427,The Crazies,"['TimothyOlyphant', 'RadhaMitchell', 'JoeAnderson']",BreckEisner
129,Spirited Away,"['RumiHiiragi', 'MiyuIrino', 'MariNatsuki']",HayaoMiyazaki
244114,Firestorm,"['AndyLau', 'GordonLamKa-Tung', 'YaoChen']",AlanYuen
2669,The Bounty,"['MelGibson', 'AnthonyHopkins', 'LaurenceOlivier']",RogerDonaldson
203833,The Book Thief,"['GeoffreyRush', 'SophieNélisse', 'EmilyWatson']",BrianPercival
13523,Sex Drive,"['JoshZuckerman', 'AmandaCrew', 'ClarkDuke']",SeanAnders
25195,Leap Year,"['AmyAdams', 'MatthewGoode', 'AdamScott']",AnandTucker
17277,The Fall of the Roman Empire,"['SophiaLoren', 'StephenBoyd', 'AlecGuinness']",AnthonyMann
50725,Take Me Home Tonight,"['TopherGrace', 'AnnaFaris', 'DanFogler']",MichaelDowse
82631,Won't Back Down,"['ViolaDavis', 'MaggieGyllenhaal', 'VingRhames']",DanielBarnz
73191,The Nutcracker,"['DarciKistler', 'DamianWoetzel', 'BartRobinsonCook']",EmileArdolino
22479,Kansas City,"['JenniferJasonLeigh', 'MirandaRichardson', 'HarryBelafonte']",RobertAltman
340611,Indignation,"['LoganLerman', 'SarahGadon', 'TracyLetts']",JamesSchamus
10065,The Amityville Horror,"['RyanReynolds', 'MelissaGeorge', 'JesseJames']",AndrewDouglas
2757,Adaptation.,"['NicolasCage', 'MerylStreep', 'ChrisCooper']",SpikeJonze
11683,Land of the Dead,"['SimonBaker', 'JohnLeguizamo', 'DennisHopper']",GeorgeA.Romero
244339,Out of Inferno,"['LauChing-Wan', 'AngelicaLee', 'ChenSicheng']",DannyPang
